,username,description,location,text,hashtags
441,StM9wQQzjiTM2KY,,,"Smoking #Russia'n supply convoy
east #Ukraine https://t.co/aA6H67mnOr","['Russia', 'Ukraine']"
442,VasilGod,,,"@ForacoDrilling @HayRiverHub Stop your business in Russia. Stop supporting terrorism! With your taxes, you supply the military budgets of the aggressor and help Russia wage war against civilians in Ukraine",[]
443,yeghig,Regional analyst & researcher. PPIA graduate @AUB_lebanon. Associate Fellow @IFI_AUB co @ArmenianWeekly #MiddleEast #Caucasus #Geopolitics #EnergySecurity,"Lebanon, Beirut","“We predict that the #Ukraine conflict will last and that sanctions will continue to be imposed on #Russia. Therefore, the issue of food security, supply of oil, wheat and barley was prioritized…“ says the head of Trade Promotion Organization of #Iran
https://t.co/8CNDX46CPD","['Ukraine', 'Russia']"
444,VasilGod,,,"@Bonduelle_Group @lavoixdunord @Christopvie @ValSauvage Stop your business in Russia. Stop supporting terrorism! With your taxes, you supply the military budgets of the aggressor and help Russia wage war against civilians in Ukraine",[]
445,TalonsofJustice,"🇺🇦 #PutinWarCriminal #shutdownrussia
🇺🇸 remains a #Democracy #jointhelegion  #82ndairborne 
#lgbtq #Ω #Antifa #Truth #Magick #slavaukraini  #defenddemocracy",snipping nazi's 🕸,"For #Ukraine movement eastward from Chuhuiv, this map from ISW really does a good job illustrating the ""chokepoint""—where the two railways that supply #Russia in Izyum intersect—at Kupyansk. https://t.co/43aC7qmQv4 https://t.co/szreaxGPXz",['Ukraine']
446,LnprCapital,Equity Research | Financial Analysis | Value & Growth | The simpler it is the better I like it - Peter Lynch,"Kolkata, India","Indian deflator is/near double digits, equities peaked out for now/flat, oil price high, reserves back to ~$600B mark or so after being almost ~$650B: clearly China lockdowns, Ukraine-Russia war, global money printing and other supply chain issues like chips matter. Geoeconomics.",[]
447,Sas2013B,,Uk,"Smoking #Russia'n supply convoy
east #Ukraine https://t.co/aA6H67mnOr","['Russia', 'Ukraine']"
448,BuggaMancini,"Equality, Peace, Dignity, Freedom of Speech, Human rights, Democracy, Anti-totalitarianism and Communism 🇮🇹🇹🇼🇵🇭🇺🇸. Fight Together.",,"@busywriting @anders_aslund Ukraine needs to hit into Russia. In their supply points, airfields, armoured vehicle lots... They're not very far over the border...
#SlavaUkraini  💙🇺🇦💛",[]
449,DaryaLukashuk,,,"@Eutelsat_SA Stop your business in Russia. Stop supporting terrorism! With your taxes, you supply the military budgets of the aggressor and help Russia wage war against civilians in Ukraine",[]
450,NewsReviewer_in,"Rightist and comment on global news.
Comments and tweets always influenced by Right Ideology.
Right is Always Right.
A Hindu Nationalist.",,"PM Modi offers to supply foodgrains to the world amid Russia-Ukraine war
https://t.co/exWGlKIKqI

via NaMo App https://t.co/MASBZmj0C3",[]
451,TENTACION16,Hay décadas que pasan en semanas.,,"#USrecession while media focuses on worsening supply chains in oil &amp; commodities due to Ukraine war, little said of US oil corps reselling oil to Europe plus US cuts oil imports from Russia. Result=less gasoline supply in US &amp; higher prices. Inflation will rise further over 2022.",['USrecession']
452,camacassie,"Watching the world burn
Ex BBC Scotland staff.
9/11 was a con.
 I saw it in real time",glasgow,"the liquidation of a week-long supply of Western weapons, and an unsuccessful attempt to break through the troops of Kyiv to .blocked on ""Azovstal"" nationalists.#Donbass #Russia #summary #Ukraine
@riafan_everywhere

|subscribe|",[]
453,melisamar,Promoting resilience. Views are my own.,,The US can’t seem to quit Russian uranium  https://t.co/Yce65IPrmf via @Verge,[]
454,Alexblx,"Democracy, Secularism, Free Markets; mean freedom peace and prosperity.",,"Fair point: ""With intent to supply: Giving Ukraine heavy weapons does not mean NATO is at war with Russia. As with the Soviets in Vietnam, providing arms is not the same as fighting"" https://t.co/zmzLZaucPE",[]
455,maillard589,,,"Aerial view of two Russian supply trucks destroyed by the Ukrainian 30th Mechanized Brigade.
#Russia #Ukraine https://t.co/IGfDNz0WB5","['Russia', 'Ukraine']"
456,Jabato111111,My Grammy is Invisible...,Venezuela,"For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
457,FG96498925,,,"Aerial view of two Russian supply trucks destroyed by the Ukrainian 30th Mechanized Brigade.
#Russia #Ukraine https://t.co/IGfDNz0WB5","['Russia', 'Ukraine']"
458,UpdatesOil,A bot tweeting about everything oil and gas related.,,"The Russia-Ukraine crisis has augmented #commodity price inflation with actual and threatened supply disruptions, and markets will adjust via pricing, arbitrage shifts. But focus may in time seep more towards the demand side: https://t.co/1yBSR1F6FP | #ArgusMedia #economics #OOTT https://t.co/uX0aFr1Gcz",['commodity']
459,Saukel,Animal Welfare & Wildlife Activist,Southern California,#Corn hits $8 a Bushel for 1st time since 2012 on supply woes. The global outlook for corn supplies has taken a hit as #Russia’s invasion of Ukraine disrupts farming and trade flows in a region responsible for about a fifth of exports. https://t.co/ox54zHzubp https://t.co/nWKOrC3a5r,['Corn']
460,jmedeiros71,"#SLB
#Portugal
#Vet_PoAF
#FAP
#TI
#FPKM
#AllLivesMatter","Lisboa, Portugal","Aerial view of two Russian supply trucks destroyed by the Ukrainian 30th Mechanized Brigade.
#Russia #Ukraine https://t.co/IGfDNz0WB5","['Russia', 'Ukraine']"
461,ArgusMedia,"Argus produces price assessments, analysis of global energy and other commodity markets; and offers bespoke consulting services and industry-leading conferences",Global (HQ in London) ,"The Russia-Ukraine crisis has augmented #commodity price inflation with actual and threatened supply disruptions, and markets will adjust via pricing, arbitrage shifts. But focus may in time seep more towards the demand side: https://t.co/1yBSR1F6FP | #ArgusMedia #economics #OOTT https://t.co/uX0aFr1Gcz","['commodity', 'ArgusMedia', 'economics', 'OOTT']"
462,ridickaUrbanwei,,,Russia sends document on concerns of massive supply of weapons and military equipment to Kiev regime to all countries that support Nazism in Ukraine. #ForaImperialismo #TodoApoioÀRussia #PCO https://t.co/NwF8Md4Jre,[]
463,aaze9we9,,日本,"Smoking #Russia'n supply convoy
east #Ukraine https://t.co/aA6H67mnOr","['Russia', 'Ukraine']"
464,WittyHendrix,WTF is WittyHendrix? 7:30 w/ a mix of 5150. SoCal is where my mind states. #RaiderNation #SiempreLA #NextLevel #LeafsForever .He/him/ghost/an idea🇿🇦🇱🇸,Tkaronto,"The war between Russia and Ukraine has highlighted just how much of the world’s wheat supply relies on these two countries. The sourcing of wheat has factored into the political and strategic decisions and security of many countries.
https://t.co/ROC6lOuIji",[]
465,EmmaIson_GI,,,"𝗩𝗶𝗲𝘄𝘀 𝗬𝗼𝘂 𝗖𝗮𝗻 𝗨𝘀𝗲: Daily Energy Markets
➡ https://t.co/tbGKv55Cct

“The #Ukraine #Russia war right now is immaterial to oil supply - what's really important are sanctions and I think they will last forever,” - Omar Najia, Global Head, Derivatives, BB Energy

#OOTT https://t.co/Zix9l5QM26","['Ukraine', 'Russia']"
466,ThisIsAfricaTIA,"This Is Africa - Life, music, sounds and colour from the streets of urban Africa.","Nairobi, Kenya","The war between Russia and Ukraine has highlighted just how much of the world’s wheat supply relies on these two countries. The sourcing of wheat has factored into the political and strategic decisions and security of many countries.
https://t.co/ROC6lOuIji",[]
467,KMaminski,"Demographics, economics & international affairs. Main focus on CEE region. Bullish on Western liberal democracies, bearish on assertive authoritarian powers.","Warszawa, Polska",@martjacques Ooh you anti-West dreamers! US has been 'declining' since like 1970s and still have most profitable &amp; innovative companies in the world and is able to supply Ukraine with top quality weapons so she could turn Russia's equipment into scrap en masse. And you can keep dreaming...,[]
468,Meenaz66074672,,,"The slashed forecast is due to higher #food and #fuel costs on #supply disruptions.

#WorldBank #GlobalMarkets #Russia #Investors #RussiaUkraineWar #StocksInFocus #FuelPriceHike #Ukraine #MarketUpdate #CenturyFinancial https://t.co/K40Nz1AVsX","['food', 'fuel', 'supply', 'WorldBank', 'GlobalMarkets', 'Russia']"
469,slinky09,"Traveller, likes a martini, laughs, and fabulous things. Currently orphaned from the left after the illiberalism of the pandemic and socialist authoritarianism",London,@Ebbiebak @MarkHertling How many has Russia got deployed now - 150k / 200k. The Ukrainians must have mobilized 1m or more? Russia may have an equipment advantage but they are dated and not nimble - IF we can supply Ukraine with enough mobile weaponry they have a chance,[]
470,NoahRettberg,"Socially Libertarian, economically Socialdemocrat. Nukebro, antiurbanist, space nut, save resources not energy.",Nordhessen.,"For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
471,Rabidporcupine9,,,"Zelensky claims Ukraine can fight for 10 years. The US &amp; UK want to prolong the war as long as possible.
Russia should destroy Ukraine’s railway network &amp; supply lines. Russia should destroy Ukraine’s economy infrastructure, which will crack Ukraine’s ability to continue the war. https://t.co/9mAhGFqMCT",[]
472,6n4a8n2a8n,"StaSi & 3.Reich continued, satellite observation, NWO TortureWare, voice to skull, psychotronics, malware, Targeted Individual, bible, shipping",https://sites.google.com/site/3reichpsychotronics/,"Smoking #Russia'n supply convoy
east #Ukraine https://t.co/aA6H67mnOr","['Russia', 'Ukraine']"
473,Intrepid_2011,Studied national security and democracy at a US graduate school that specializes in law & diplomacy. 国際法と外交を専門とするアメリカの大学院で国家安全保障と民主主義ついて学びました。,"Shizuoka, Japan","Zelensky claims Ukraine can fight for 10 years. The US &amp; UK want to prolong the war as long as possible.
Russia should destroy Ukraine’s railway network &amp; supply lines. Russia should destroy Ukraine’s economy infrastructure, which will crack Ukraine’s ability to continue the war. https://t.co/9mAhGFqMCT",[]
474,vidyadharginde,,Mumbai,"Asia's #LNG market has been disrupted by the #Ukraine war at a time when supply was already tight.  In this #podcast, our experts @ericyep, Kenneth Foo and Jeffrey Moore talk about the way ahead for Asia's LNG market.
🎧https://t.co/rQTwlTr0z7
#ONGT #Russia #gas #China #India https://t.co/udfjTop8Za","['LNG', 'Ukraine', 'podcast']"
475,6n4a8n2a8n,"StaSi & 3.Reich continued, satellite observation, NWO TortureWare, voice to skull, psychotronics, malware, Targeted Individual, bible, shipping",https://sites.google.com/site/3reichpsychotronics/,"Aerial view of two Russian supply trucks destroyed by the Ukrainian 30th Mechanized Brigade.
#Russia #Ukraine https://t.co/IGfDNz0WB5","['Russia', 'Ukraine']"
476,ips_journal,International Politics & Society is an online magazine covering sociopolitical issues affecting Europe and the globe. Published by @FESonline.,"Brüssel, Belgien","Russia’s military assault on Ukraine came as a shock to Arab states, most of which maintain close economic ties with both Moscow and Kyiv. Now, food supply chains, energy partnerships, and political outlooks make it difficult for them to pick a side.

https://t.co/H1Z3Du8NY5",[]
477,subhana89,🤓,mumbai,"The slashed forecast is due to higher #food and #fuel costs on #supply disruptions.

#WorldBank #GlobalMarkets #Russia #Investors #RussiaUkraineWar #StocksInFocus #FuelPriceHike #Ukraine #MarketUpdate #CenturyFinancial https://t.co/K40Nz1AVsX","['food', 'fuel', 'supply', 'WorldBank', 'GlobalMarkets', 'Russia']"
478,Jyotipanwar94,"Relationship Executive 
@century_fin",Dubai ,"The slashed forecast is due to higher #food and #fuel costs on #supply disruptions.

#WorldBank #GlobalMarkets #Russia #Investors #RussiaUkraineWar #StocksInFocus #FuelPriceHike #Ukraine #MarketUpdate #CenturyFinancial https://t.co/K40Nz1AVsX","['food', 'fuel', 'supply', 'WorldBank', 'GlobalMarkets', 'Russia']"
479,STC185,"I'm here for fun and comments only, ignore my existence!",,@STC185 @LandNoli Deneb must supply both Russia 🇷🇺 and Ukraine 🇺🇦,[]
480,mjonesjpllc,"Project development and management professional w/focus across the energy sector. Tweets & retweets are not endorsements, only information sharing.","Houston, TX","Asia's #LNG market has been disrupted by the #Ukraine war at a time when supply was already tight.  In this #podcast, our experts @ericyep, Kenneth Foo and Jeffrey Moore talk about the way ahead for Asia's LNG market.
🎧https://t.co/rQTwlTr0z7
#ONGT #Russia #gas #China #India https://t.co/udfjTop8Za","['LNG', 'Ukraine', 'podcast']"
481,beelitzplustz,"hi na 💞 🇩🇪🏳️‍🌈, ich...
liebe sprachenlernen (🌴🇬🇧🇪🇸 | 🌱🇨🇳🇺🇦)
liebe es, zu singen 🎙️
bin liberal bei @julislsaost & fdp 💛","Wittenberg, Sachsen-Anhalt","For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
482,obbzyX,"Democratic, social eclectic! Australian Progressives member. Views are my own.",,"@busywriting @anders_aslund Ukraine needs to hit into Russia. In their supply points, airfields, armoured vehicle lots... They're not very far over the border...
#SlavaUkraini  💙🇺🇦💛",['SlavaUkraini']
483,mayerandrew,"Chief Operating Officer @IEALondon. Common Councillor, Bishopsgate, @cityoflondon. Views here my own",London,"🛢️ Oil prices have continued to rise over Easter weekend as the EU prepares new sanctions on Russia and the countries of #OPEC resist raising output to ensure price stability. 
Their failure to do so has enabled Russia to report higher profits than usual.
https://t.co/p8Wa3qAdZT",[]
484,Century_Fin,"Region’s leader in providing pioneering services in investment & online trading in international financial markets, since 1989.","Emaar Square 4, Downtown-Dubai","The slashed forecast is due to higher #food and #fuel costs on #supply disruptions.

#WorldBank #GlobalMarkets #Russia #Investors #RussiaUkraineWar #StocksInFocus #FuelPriceHike #Ukraine #MarketUpdate #CenturyFinancial https://t.co/K40Nz1AVsX","['food', 'fuel', 'supply', 'WorldBank', 'GlobalMarkets', 'Russia', 'Investors', 'RussiaUkraineWar', 'StocksInFocus', 'FuelPriceHike', 'Ukraine', 'MarketUpdate', 'CenturyFinancial']"
485,SubicAnte,Mergulus,"Split, Croatorum Illyricum","Smoking #Russia'n supply convoy
east #Ukraine https://t.co/aA6H67mnOr","['Russia', 'Ukraine']"
486,JuanMJag,,"Abilene, TX","Smoking #Russia'n supply convoy
east #Ukraine https://t.co/aA6H67mnOr","['Russia', 'Ukraine']"
487,pietercleppe,"Editor-in-chief @brussels_report

Policy Analyst EU-Brexit-Eurozone. Fellow @PRAlliance. 

Columnist U.S. @NRO, U.K. @spectator @telegraph and European media",Brussels,"🛢️ Oil prices have continued to rise over Easter weekend as the EU prepares new sanctions on Russia and the countries of #OPEC resist raising output to ensure price stability. 
Their failure to do so has enabled Russia to report higher profits than usual.
https://t.co/p8Wa3qAdZT",[]
488,imma_back,"ex- Trump cult member; Republican always, but not crazy; now exorcising excrement from the GOP; building a CO2 Capture Device under Lake Logan.",Sunburst NC,"For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
489,khuphukilem,Proudly African! Fighter !,"Umhlanga, South Africa",@STC185 @LandNoli Deneb must supply both Russia 🇷🇺 and Ukraine 🇺🇦,[]
490,RichardHorner07,"Husband, dad, craftsperson, musician, painter",cornwall uk,"For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
491,Patrick44118653,,,@TIME Get bounding the russians supply  lines in both Belarus &amp; russia  those in the west with the expertise help ukraine 🇺🇦 these men in Mariupol can't be left to die get the heavy arms and Sam missiles to destroy the Russian scum.They must be targeted on all fronts to grind them down,[]
492,goribernoob,,,"Smoking #Russia'n supply convoy
east #Ukraine https://t.co/aA6H67mnOr","['Russia', 'Ukraine']"
493,DirkOtto1,"Kogan Earkson, Fenrir Airiksson, Fulminus Siebenbäum, Asmina von Riva, koenig129, Frank U. Frei",Marzipan-City,"Smoking #Russian supply convoy
east #Ukraine 

#Ukraine️war #UkraineRussiaWar #ArmUkraineNow #Russia #RussiaUkraineWar #RussianArmy #RussianUkrainianWar #RussiaUkraineConflict https://t.co/qDr389cgOq","['Russian', 'Ukraine', 'Ukraine️war', 'UkraineRussiaWar', 'ArmUkraineNow', 'Russia', 'RussiaUkraineWar']"
494,lacala2018,,Jaén,"Aerial view of two Russian supply trucks destroyed by the Ukrainian 30th Mechanized Brigade.
#Russia #Ukraine https://t.co/IGfDNz0WB5","['Russia', 'Ukraine']"
495,valk1960,"61 year old male, married with a beautiful lady, blessed with lot`s of kids!","Middelburg, Nederland","For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
496,teachertwit2,"Writer 🏴󠁧󠁢󠁷󠁬󠁳󠁿 - research for truth, fight for freedom ❤️animals, I am a conspiracy factualist🙏Dr in Metaphysics 💕I am the light,the love,truth,I am 🌸",World,"The more weapons US, UK &amp; #NATO  supply #Ukraine with, the more precise &amp; frequent the strikes by #Russia on depots, where these arms are stored, become. 

Only people smiling are US and other arms manufacturers who hope Govts will go on buying arms for #Russia to destroy. https://t.co/t3jHl9OZi6","['NATO', 'Ukraine', 'Russia']"
497,The5HbK,"Sarcasm, Satire, Geopolitics, International Relations, Foreign Policy, Youtuber 
 https://t.co/CV1RWr0C95",Everywhere,"Smoking #Russian supply convoy
east #Ukraine 

#Ukraine️war #UkraineRussiaWar #ArmUkraineNow #Russia #RussiaUkraineWar #RussianArmy #RussianUkrainianWar #RussiaUkraineConflict https://t.co/qDr389cgOq","['Russian', 'Ukraine', 'Ukraine️war', 'UkraineRussiaWar', 'ArmUkraineNow', 'Russia', 'RussiaUkraineWar', 'RussianArmy', 'RussianUkrainianWar', 'RussiaUkraineConflict']"
498,STitiritero,Observando el conflicto,,"Smoking #Russia'n supply convoy
east #Ukraine https://t.co/aA6H67mnOr","['Russia', 'Ukraine']"
499,watchdogsmile,"Родила Мать Россия
Воспитал Отец Донбасс","Мировой ""эталон"" демократии",Russia sends document on concerns of massive supply of weapons and military equipment to Kiev regime to all countries that support Nazism in Ukraine. #ForaImperialismo #TodoApoioÀRussia #PCO https://t.co/NwF8Md4Jre,[]
500,LDas10514553,"Academics/Research.Education, Human Rights, Environment, Philanthropy & Sports. Fight injustice, brutality & violence, but be caring to defend the dispossessed.",,"@KyivIndependent Good news. But in case of any doubt, the US should replenish the weapons immediately. The goal should be to help Ukraine win the war &amp; drive the invaders away. This is the right time to supply more &amp; more heavy weapons to Ukr, while expanding sanctions &amp; further isolating Russia.",[]
501,rogue_corq,"@corq's part-time snark account.

/ 

#cyber #linux #agitprop #counterintel #cats #stonks #Україна

Opinions, I haz dem.

All cats retweeted.",Хай живе Україна,"⚡️The Russians have been warned about the reduction in the production of orange juice. The Union of Producers of Juices, Water and Beverages expects difficulties with the supply of raw materials for orange juice to Russia, - Izvestia. 👉 Ax Live #Ukraine #UkraineWar #Russia https://t.co/RNQAgPUHcB",[]
502,KnivetonJ,"lover of life, mother of boys, traveller","North West, England","For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
503,ahvreligion,Bir zamanlar Fransa(Marsilya)..,,"Smoking #Russia'n supply convoy
east #Ukraine https://t.co/aA6H67mnOr","['Russia', 'Ukraine']"
504,herman_chiu,not (yet) a member of the CFA institute; but passed exams 1st try (your sponsorship would be welcome…!),"Vancouver, Canada","Civilian trucks taken from Russia &amp; killed in Ukraine will not be there for the Russian economy.

Most Russian civilian trucks going to Ukraine simply won't be coming back because necessary spare parts are not in the Russian supply system.

3/",[]
505,BetterknowYou,"What popping guys? Welcome to why are you running THE BEST Music Reactions & Commentaries on celebrity news, pop culture, & Gossip Talk Show! Follow for more...",Switzerland,Columbia | SIPA Center on Global Energy Policy | Supply of Critical Minerals Amid the Russia-Ukraine Crisis and Possible Sanctions - Columbia | SIPA Center on Global Energy Policy: Columbia | SIPA Center on Global Energy Policy | Supply of Critical… https://t.co/4l4LuoxIXx,[]
506,PascalBarebente,"Engineer at Technology Consults (MUK) , consultant site Engineer, construction of LIRA UNIVERSITY MAIN ADMIN BLOCK ,Member of panel of experts at DIT MoE&S.","Kampala, Uganda","@RT_com's account has been withheld in Belgium, Austria, Bulgaria, Sweden, Croatia, Spain, Slovenia, Cyprus, Slovakia, Czech Republic, Romania, Portugal, Poland, Denmark, Netherlands, Estonia, Malta, Luxembourg, Finland, France, Lithuania, Germany, Greece, Latvia, Hungary, Italy, Ireland in response to a legal demand. Learn more.",[]
507,omunderdal,Lawyer (CA) & Reg. Patent Attorney @ezpatent Affordable Patent Applications #TechLawyer #EqualRights #EqualAccess #EqualJustice #CA45 🦅🗽🇺🇸🇩🇰,"Orange County, CA","Global finance meeting focuses on war-driven food insecurity Russia and Ukraine produce roughly 14% of the world's wheat supply, according to the United Nations, and the war has resulted in soaring food prices and fears about food security globally. via … https://t.co/rZDTtb5YEf",[]
508,leog68,"Cancer, stroke and Aortic dissection survivor, Independent voter with pro-freedom views. Please no messaging.",,"@Free_Media_Hub Ukraine needs air support, weapons given to them isn't enough and Russia have destroyed train tracks, which now takes twice as long to reach them. Russia has destroyed at least one supply line and supposedly shut a plane down near Odessa?",[]
509,Yazzy_321,"The Only Way Is Up⬆️Baybee. Pirate, Sweary. No DM's. Prolific RT'r. #NoVaccinePassports
#Corbyn
#Assange
#Palestine
Little bit wonky.
On a twitter follow ban",Rabbit Hole. Earth. ,"The more weapons US, UK &amp; #NATO  supply #Ukraine with, the more precise &amp; frequent the strikes by #Russia on depots, where these arms are stored, become. 

Only people smiling are US and other arms manufacturers who hope Govts will go on buying arms for #Russia to destroy. https://t.co/t3jHl9OZi6","['NATO', 'Ukraine', 'Russia']"
510,martinbroek,"No arms race, but arms control.

Tweets on legal arms trade, because not everything which is legal is right. 

Hope they are helpful for others. If not, I stop.",Amsterdam,"As Pentagon officials gauge the defense industry’s ability to ramp up arms production in response to the ongoing Russia-Ukraine conflict, firms are still grappling with pandemic-related supply chain and workforce woes. https://t.co/ArBd55gQzH",[]
511,Internl_Leaks,"Geopolitics - Foreign Policy -  International Leaks
YouTube - https://t.co/MHfyid7ZYb",World,"Smoking #Russian supply convoy
east #Ukraine 

#Ukraine️war #UkraineRussiaWar #ArmUkraineNow #Russia #RussiaUkraineWar #RussianArmy #RussianUkrainianWar #RussiaUkraineConflict https://t.co/ABgbpfNqm9","['Russian', 'Ukraine', 'Ukraine️war', 'UkraineRussiaWar', 'ArmUkraineNow', 'Russia', 'RussiaUkraineWar', 'RussianArmy', 'RussianUkrainianWar', 'RussiaUkraineConflict']"
512,UKRWarSitRep,"Reposting verified media only about the Ukraine invasion by Putin.

Translating for English audience.",Ukraine,"⚡️The Russians have been warned about the reduction in the production of orange juice. The Union of Producers of Juices, Water and Beverages expects difficulties with the supply of raw materials for orange juice to Russia, - Izvestia. 👉 Ax Live #Ukraine #UkraineWar #Russia https://t.co/RNQAgPUHcB","['Ukraine', 'UkraineWar', 'Russia']"
513,reggaecrisp1,"Writer/broadcaster, maker of JFK & RFK ass.  progs for C4. Currently exposing Police corruption, 'operation bohan'",camden town,"The more weapons US, UK &amp; #NATO  supply #Ukraine with, the more precise &amp; frequent the strikes by #Russia on depots, where these arms are stored, become. 

Only people smiling are US and other arms manufacturers who hope Govts will go on buying arms for #Russia to destroy. https://t.co/t3jHl9OZi6","['NATO', 'Ukraine', 'Russia']"
514,HamidRezaAz,"PhD| AvH fellow @SWP_MEA| Iran’s Foreign Policy, Middle East, Eurasia| Views are my own| RTs not endorsements",Berlin,"“We predict that the #Ukraine conflict will last and that sanctions will continue to be imposed on #Russia. Therefore, the issue of food security, supply of oil, wheat and barley was prioritized…“ says the head of Trade Promotion Organization of #Iran
https://t.co/8CNDX46CPD","['Ukraine', 'Russia', 'Iran']"
515,meneer_k,,,"Aerial view of two Russian supply trucks destroyed by the Ukrainian 30th Mechanized Brigade.
#Russia #Ukraine https://t.co/IGfDNz0WB5","['Russia', 'Ukraine']"
516,Masterguy141,,"Zapopan, Jalisco","Aid workers carry bottled water to a humanitarian center in Odesa on Monday. 

The water will be sent to the neighboring city of Mykolaiv, which is without central water supply. 

https://t.co/xAareh1AOz

📷 Oleksandr Gimanov / AFP https://t.co/XUWUkDbFNF",[]
517,FluidHandIntl,"We provide news on global fluid handling technologies and systems across industries including oil & gas, petrochemicals, chemicals, and water/wastewater.","London, UK","Russia’s invasion of Ukraine has put major strains on oil markets but the recent action by the @IEA member countries to release unprecedented amounts of oil from emergency reserves has helped reduce the risk of a deficit.   
#fluidhandling #oilandgas 
https://t.co/qfh0dtCSEp https://t.co/OWakKafP73","['fluidhandling', 'oilandgas']"
518,rli_bremen,"Rosa-Luxemburg-Initiative e.V. - Die Rosa-Luxemburg-Stiftung in Bremen: Emanzipatorische politische Bildung, Studienförderung und Gesellschaftsanalyse. #Rosalux",Bremen,"Every crisis shows how life-threatening dependence on the world market can be. With #Russia and #Ukraine accounting for 26 percent of global exports in wheat and 16 percent in maize, could the ongoing war threaten the global grain supply? https://t.co/z4zTNBVqhE","['Russia', 'Ukraine']"
519,SPGCIGas,"Latest #natgas #naturalgas #energy prices, news and analysis. #commodity insight, regulatory knowledge & #pipeline projects info. RTs do not equal endorsements",global,"Asia's #LNG market has been disrupted by the #Ukraine war at a time when supply was already tight.  In this #podcast, our experts @ericyep, Kenneth Foo and Jeffrey Moore talk about the way ahead for Asia's LNG market.
🎧https://t.co/rQTwlTr0z7
#ONGT #Russia #gas #China #India https://t.co/udfjTop8Za","['LNG', 'Ukraine', 'podcast']"
520,SPGCIEnergy,Latest #EnergyTransition news on lower carbon energy sources and its impact on commodity markets.,Global,"Asia's #LNG market has been disrupted by the #Ukraine war at a time when supply was already tight.  In this #podcast, our experts @ericyep, Kenneth Foo and Jeffrey Moore talk about the way ahead for Asia's LNG market.
🎧https://t.co/rQTwlTr0z7
#ONGT #Russia #gas #China #India https://t.co/udfjTop8Za","['LNG', 'Ukraine', 'podcast']"
521,SPGCIOil,"Real-time #oilprice news & analysis on #oilmarkets from @SPGCIOil. Covers global #crudeoil, refined oil, #jetfuel & gasoil. #OOTT",London,"Asia's #LNG market has been disrupted by the #Ukraine war at a time when supply was already tight.  In this #podcast, our experts @ericyep, Kenneth Foo and Jeffrey Moore talk about the way ahead for Asia's LNG market.
🎧https://t.co/rQTwlTr0z7
#ONGT #Russia #gas #China #India https://t.co/udfjTop8Za","['LNG', 'Ukraine', 'podcast']"
522,SPGCI,The leading independent provider of information & benchmark prices for energy & commodity markets. S&P Global Commodity Insights is a division of @SPGlobal,London,"Asia's #LNG market has been disrupted by the #Ukraine war at a time when supply was already tight.  In this #podcast, our experts @ericyep, Kenneth Foo and Jeffrey Moore talk about the way ahead for Asia's LNG market.
🎧https://t.co/rQTwlTr0z7
#ONGT #Russia #gas #China #India https://t.co/udfjTop8Za","['LNG', 'Ukraine', 'podcast']"
523,comealongpooh,tarot reader/ candle maker/ writer / business woman,"New Delhi, India","@RT_com's account has been withheld in Belgium, Austria, Bulgaria, Sweden, Croatia, Spain, Slovenia, Cyprus, Slovakia, Czech Republic, Romania, Portugal, Poland, Denmark, Netherlands, Estonia, Malta, Luxembourg, Finland, France, Lithuania, Germany, Greece, Latvia, Hungary, Italy, Ireland in response to a legal demand. Learn more.",[]
524,FrankeH82,,"Guldborgsund, Danmark","Smoking #Russia'n supply convoy
east #Ukraine https://t.co/aA6H67mnOr","['Russia', 'Ukraine']"
525,Squirrel2901,A squirrel,,"Smoking #Russia'n supply convoy
east #Ukraine https://t.co/aA6H67mnOr","['Russia', 'Ukraine']"
526,uldluga,,,"For all those saying it’s wrong for the West to supply Ukraine with heavy arms, let me remind you these simple words:
If Russia stops fighting, there’ll be no more war. If Ukraine stops fighting, there’ll be no more Ukraine.",[]
