,username,description,location,text,hashtags
478,HintMan,"Hey there, fellowkids. Commentary on current events / occasionally picking quarrels and provoking troubles. #StandWithUkraine 🇺🇦 #MilkTeaAlliance",,"@leninrolls @Theblacknewtype @fembrutale How do you not get that the case was between HK and Taiwan? But the law would have allowed for not just TW, but mainland China as well?

SMDH",[]
479,Albert15540054,22/he/him Communist researchers Working towards becoming a political activist and working to create a world without any oppression.,Kwai Tsing HongKong,@SwissChard86 The CIA has continued to recruit Chinese-speaking Asians.🤏The war may be after China recovers Taiwan.,[]
480,TwHk_1,🇹🇼🇫🇷,"Paris, France","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
481,Amitkum44999342,student,,"The whole world is embroiled in the war between Russia and Ukraine. Here China has indicated to attack Taiwan.

The threat of China in Asia has increased due to the war between Russia and Ukraine.

In due course of time, all countries need to beware of China.",[]
482,realtangwan,Chinese✨one China ✨peace&love ✨ 许过的愿望一路生花🧡🧡🧡,中华人民共和国,"Using #Taiwan question to contain China is a pipe dream of #US.
Those who play with fire will get themselves burnt. https://t.co/sFazDvFgCA","['Taiwan', 'US']"
483,Amitkum44999342,student,,"Conducting war drills near Taiwan is a sign that China may invade Taiwan.

The threat of China should not be mistaken for underestimation in the Indo-Pacific region.

The whole world needs to unite against China.",[]
484,Gohahwei1,History of Science. History. Paleoanthropology. Revolutionary politics. A 'like' means just 'tks 4 the info' not necc 100% (or any) agreement. Ditto retweets,Australia,"Taiwan president Tsai has met with the head of NED, the rebranded name for CIA.
She has been meeting regularly with AIT, the de-facto US embassy in Taiwan since 2004 (Wikileaks)
Taiwan's democracy has been hijacked, a slow process of de-sinicization and creating divide with china https://t.co/kHlWujsZUi",[]
485,JJokwane,"Man, the crowning achievement of nature, defies analysis. He is a mystery through all ages and for all time. - Pixley Seme",,"Why does the EFF care about a village like Swaziland?

China. 

Swaziland is one of the few remaining UN member states that officially recognizes Taiwan as independent of China (a major EFF party funder). https://t.co/datvwm6J5f",[]
486,cloudyip,"Independent Economics Journalist (self-proclaimed, meaning just a blogger) who likes to interview economists (but haven’t done it for a while)",Canada,"Talks on Taiwan buying the child version of the Pfizer/BioNTech COVID-19 vaccine have stalled as Pfizer does not have the right to sell it and BioNTech and its Chinese partner do not make it, a Taiwanese minister said on Monday. https://t.co/0OQ6n8AjaP",[]
487,hereandtherean1,,,"@BosozokuTerKen @Quester1791 the lesson of Iraq and Libya is that there is no way to beat the US in conventional battle. National survival requires both nuclear weapons and the denial of FO bases to the US
This is why Pak backed militants in Afgh, China is so touchy about Taiwan, Iran flooded Iraq with IEDs",[]
488,gill0227,,,"A certain big bully loves to force companies to call #Taiwan a province of itself.

Now, @Baidu_Inc, #China's largest search engine, proudly claims that #Donetsk belongs to #Russia.

Oldest trick in the book!

@ZelenskyyUa @iingwen
#TheGreatTranslationMovement
#大翻译运动 https://t.co/tRB2Y8EIy7","['Taiwan', 'China']"
489,Roleex11,I'm jovial and humble to achieve greater heights. A warm smile is the universal language of kindness.,,".@ClareDalyMEP nails it 🔨 #Taiwan isn't recognized by @UN at all. #Narcissist #USA and #EU #flyingmonkeys sow discord to ""heal"" #OneChina family. My advice as #Trauma-informed Coach? Demonizing Mother #China and arming her lost teenager Taiwan is NOT #healing their family! https://t.co/rq8b2ESBWI","['Taiwan', 'Narcissist', 'USA', 'EU', 'flyingmonkeys']"
490,TaiwanenPeru,Oficina Económica y Cultural de Taipei en el Perú.,"Lima, Peru","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
491,Aoxotezhanlv2,"(New Federal State Of China）
我们是消灭邪恶中国共产党的新中国人
We are the NEW CHINESE who is taking down the EVIL Chinese Communist Party",NFSC,"💥Chinese Communist Military commence drills as US delegation visits Taiwan.

Should Taiwan take back by Communist China⁉️
Similar case like  US back to UK, Singapore back to Malaysia. Should there❓

Everything the CCP did and said was false and empty!!! https://t.co/KYsIZ6k2zi",[]
492,ElusiveRecluse1,,Australia,"Taiwan president Tsai has met with the head of NED, the rebranded name for CIA.
She has been meeting regularly with AIT, the de-facto US embassy in Taiwan since 2004 (Wikileaks)
Taiwan's democracy has been hijacked, a slow process of de-sinicization and creating divide with china https://t.co/kHlWujsZUi",[]
493,All4thePopcorn,"Responsible people in power please.  People with a long view of the situation.

#PeaceAtAnyCost",,@marktonino @zhaot2005 Two important things ukr has that taiwan doesnt:  ukr is almost 20 times bigger and ukr shares a border with friendly countries protected by Nato.  Taiwan will be harder and slower to resupply and would mean sinking chinese naval blockade and closing skies to china.,[]
494,ultradeadd,"security/politics                                                     
#notjustnumbers *nothing is endorsement",1965,Taiwan worries about how vulnerable its undersea cables are to China as it watches Kyiv use the internet to rally international resistance to Russia  https://t.co/yaD1trZt24,[]
495,hopeless1234567,,,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
496,All435Reps,Collecting and retweeting tweets by all members of the US House of Representatives. Archived at: https://t.co/pr8ZcQwGNu,,"“We need to make sure that we provide Taiwan with the assistance that they need as well so that they’re not vulnerable to the People’s Republic of China”
https://t.co/Ykh2csw8gz",[]
497,SteveChabot,Congressman Representing Southwestern Ohio. Campaign account. #OH01,"Cincinnati, OH","“We need to make sure that we provide Taiwan with the assistance that they need as well so that they’re not vulnerable to the People’s Republic of China”
https://t.co/Ykh2csw8gz",[]
498,TaiwanInItalia,Account ufficiale della Rappresentanza di Taipei in Italia  🇹🇼🤝🇮🇹,"Roma, Lazio","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
499,mmmmwohan,Writing about oil & gold futures with geopolitical risks. A society in which individuals are respected. South Korean.,,"The invasion of Ukraine is offering useful lessons for the PLA. 
https://t.co/5ff9kHvThA",[]
500,roland7454,愛國的人,"新北市, 台灣","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
501,5y82C,"In Truth lies Power.Independent thinker,creative,
conceptual,and had a lot of common sense.I reject
 interpreted news ;unfiltered and unbiasied fact",Italia,Noteworthy that such drills took place during an unannounced visit to 🇹🇼 Republic of China (Taiwan/ROC) by 🇺🇸 US Senators led by Senator Bob Menendez and Senator Lindsey Graham heavily criticized by the Government of Mainland China (PRC),[]
502,5y82C,"In Truth lies Power.Independent thinker,creative,
conceptual,and had a lot of common sense.I reject
 interpreted news ;unfiltered and unbiasied fact",Italia,"(which also covers Republic of China/Taiwan), started Military Drills in the Western Region of Guangdong Province

During the drills, according to the Chinese Observers, the units simulated a amphibious/naval landing operation. (go on)",[]
503,lince12madison,glaciar perito moreno,,"Prediction:
China:  Get out of Taiwan
US: No
China: Taiwan, cut the sh#t!
Taiwan: NO, the US has our back!
China: OK, you asked for it.. BOOM!
Taiwan: Help us Joe Biden!
US: We are on it, we'll put flags and emoji's on our social media accounts right away!",[]
504,Aoxotezhanlv2,"(New Federal State Of China）
我们是消灭邪恶中国共产党的新中国人
We are the NEW CHINESE who is taking down the EVIL Chinese Communist Party",NFSC,"The Sale of CCP-made Drones to Taiwan Military reflects CCP's Deep Infiltration into Taiwan System

#drone #taiwan #CHINESE≠CCP≠China #takedowntheccp

https://t.co/AxmlhvOFUY https://t.co/E0CrqL8IM1","['drone', 'taiwan', 'CHINESE']"
505,Taiwan_in_UK,The official account of the Taipei Representative Office in the UK 🇹🇼 the representative office of the Republic of China (Taiwan) in the United Kingdom,"London, England","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
506,RadarPlane,"Using the opensky api to track planes to and from certain countries.
Which countries should I look at? Which map projection should I use?",,"icao24: #3c458a, callsign: #BOX594  
Origin Country: #Germany
First Spotted in #China @ ~04:23EST
Now Spotted in #Taiwan @ ~11:09EST https://t.co/HlBs47dB6d","['3c458a', 'BOX594', 'Germany', 'China', 'Taiwan']"
507,PatrickLtf,,,"A certain big bully loves to force companies to call #Taiwan a province of itself.

Now, @Baidu_Inc, #China's largest search engine, proudly claims that #Donetsk belongs to #Russia.

Oldest trick in the book!

@ZelenskyyUa @iingwen
#TheGreatTranslationMovement
#大翻译运动 https://t.co/tRB2Y8EIy7","['Taiwan', 'China']"
508,johnfbaumgartne,Survivor dob 9-11-47 Married (25) years First Time (4) Children (12) Grand Children DivorcedReMarried Beatup by stupid mistakes SurvivorThanks GodUS MarineCorps,,Taiwan worries about how vulnerable its undersea cables are to China as it watches Kyiv use the internet to rally international resistance to Russia  https://t.co/RwSztjbGC0,[]
509,Jing85919405,,,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
510,toshizouMoanin,直系長子である敬宮愛子内親王殿下を次の皇太子にお迎えしよう！ 。大阪新万博の開催に大反対です。,,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
511,TW_IR_brief,"Independent briefing on updates and news in Taiwan's international relations, aggregating news articles from global media.",,#Taiwan's Foreign Minister Joseph Wu on the #China-#Russia relationship and Taiwan's support for #Ukraine. https://t.co/73aXGV6DkT,"['Taiwan', 'China', 'Russia', 'Ukraine']"
512,GlitchMadeGhost,nonbinary. gamer zaddy. disabled ADHZ/EDD. unambiguously Black. posthuman cyborg. learning to love myself. NYC✈️Chicago.,,"Hokkien, Hakka, and Chaoshan, among other Chinese languages, are being spoken less and less over time– especially outside of China, Taiwan, or Singapore. Even then, only a minority of the overall population is capable of speaking these languages. Trust me, Cantonese isn’t dying. https://t.co/XNVQ86hgFf",[]
513,NeverGi49599804,nothing,,"A certain big bully loves to force companies to call #Taiwan a province of itself.

Now, @Baidu_Inc, #China's largest search engine, proudly claims that #Donetsk belongs to #Russia.

Oldest trick in the book!

@ZelenskyyUa @iingwen
#TheGreatTranslationMovement
#大翻译运动 https://t.co/tRB2Y8EIy7","['Taiwan', 'China']"
514,ArchibaldHadd16,"Indian. Staunch supporter of PM Modi, BJP, Indian Armed Forces; Israel, Indian Cricket team. Can't stand ""woke"" liberals, sickulars, Lutyen's media, fake media.",Central Europe,"Biden delays delivery of weapons to Taiwan

Joe Biden has thrown Taiwan under the bus by halting the defense systems

https://t.co/sgsYRVcakg",[]
515,CHTangKH,Taiwanese of independence.,高雄,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
516,tnatw,"WEEKDAYS | 7AM PT | 3PM UK | Livestreams: YouTube, Twitter  https://t.co/IJmuXNoWP3",Everywhere,#Taiwan worries about how vulnerable its undersea cables are to #China as it watches Kyiv use the internet to rally international resistance to Russia  https://t.co/h29fWKcCpZ @tnatw,"['Taiwan', 'China']"
517,ha66717538,,日本,Kyiv’s successful use of internet to counter Moscow highlights Taiwan’s reliance on undersea internet cables that China could cut https://t.co/qnZunoGkrj,[]
518,FloridaTweeter,"☦ 1st.
Married & son.
Retired. Federal LEO.
AU; UT undergrad.
Love a good story.
Truth, facts, equal rights, human rights-take my hand.
Heart/like not the same.",United States of America,Important🧵from my Beijing-based colleague @zhaot2005 about the implications of the war in Ukraine for Taiwan and China’s ties to the West https://t.co/4Z3EvBFstS,[]
519,NorJo66,"Warring of skin colors,cultures,religions,politics,genders are ignited by weak minds,& pulverized by evil hearts.i.e.Pewtin,Xhi,Trudø.",North America,"Just like Palestine is no match for Israel, so must Russia be reduced to a Palestinian-like state, &amp; Ukraine be equipped to an Israel-like state. (The same goes for China vs Taiwan, Philippines, etc, before Xi starts WW4 by 2025.)
https://t.co/df3lYd7PAu via @GoogleNews",[]
520,yjn024,,,"@latinostrategy @PDChina So what’s the truth?
You can’t judge China itself as a foreigner. Destroying Taiwan island is meaningless.
China won’t start the war on the moment.
Nobody knows when.",[]
521,CGSonic,"Trade stocks too... Not Financial Advice... for entertainment purposes only...

🚀🚀🚀 #BTC   #SOL #EGLD",Everywhere,"If Russia-Ukraine, China-Taiwan do not Attack. Then get Ready for this Scenario. $BTC https://t.co/65nkmITVOM",[]
522,TheTajaba,"Diver, Reefkeeper, Miner, Businessman, Hates Dictators, don't really like Banks either.",Asia,"@zhaot2005 Realistically, If China wanted to invade Taiwan.......wouldn't now be the time to do so? The West is occupied with Ukraine and sanctioning Russia. Striking now would mean that The West would be waging war on 2 fronts. And it's barely keeping up with just Ukraine.",[]
523,JShaw10533115,Be myself,"Taipei, Taiwan","A certain big bully loves to force companies to call #Taiwan a province of itself.

Now, @Baidu_Inc, #China's largest search engine, proudly claims that #Donetsk belongs to #Russia.

Oldest trick in the book!

@ZelenskyyUa @iingwen
#TheGreatTranslationMovement
#大翻译运动 https://t.co/tRB2Y8EIy7","['Taiwan', 'China']"
524,MikiFengfen,"Taiwan,台湾です","Taipei City, Taiwan","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
525,ChrisMueHo,"Sinologist and political scientist. Areas of interest: China, European citizenship education. Personal opinions only.",Cologne/Berlin,"Important thread by @zhaot2005 on how elites in China view the Ukraine war and Taiwan. In short, it's not pretty: the war strengthens already strong beliefs that conflict with the West is inevitable and that China might need to take decisive action.
https://t.co/2NWNmoCdZd",[]
526,CarnegieRussia,"Latest insights from the Global Think Tank’s experts on Russia, Ukraine, and Eurasia. Part of @CarnegieEndow. RT ≠ endorsement. На русском @CarnegieRu","Washington, DC",Important🧵from my Beijing-based colleague @zhaot2005 about the implications of the war in Ukraine for Taiwan and China’s ties to the West https://t.co/4Z3EvBFstS,[]
527,IndyVoices,"Comment desk @Independent. Please pitch to Voices editor @nakedvix, deputy editor @sunny_hundal and commissioning editor @harriepw. US pitches: @h0llyb4xter",,The US should make clear it will defend Taiwan against Chinese invasion | @AbeShinzo https://t.co/PjKEoRETPI #Taiwan,['Taiwan']
528,AlArabiya_Eng,The Arab world’s leading source of global news and opinion.,Dubai,"A senior Taiwanese minister has pressed US Trade Representative Katherine Tai to include the island in the United States’ forthcoming Indo-Pacific Economic Framework, his office says.

#Taiwan #US 

https://t.co/97IL17lF0L","['Taiwan', 'US']"
529,NorJo66,"Warring of skin colors,cultures,religions,politics,genders are ignited by weak minds,& pulverized by evil hearts.i.e.Pewtin,Xhi,Trudø.",North America,"Just like Palestine is no match for Israel, so must Russia be reduced to a Palestinian-like state, &amp; Ukraine be equipped to an Israel-like state. (The same goes for China vs Taiwan, Philippines, etc, before Xi starts WW4 by 2025.)
https://t.co/tdIlUaHCXD via @GoogleNews",[]
530,madeitbymyself2,"Antifascist & tree-hugger. 🇪🇺🇭🇰🇲🇲🇹🇼🇹🇭🇵🇸🇸🇾🇾🇪🇪🇨🇺🇦,Tibet, Catalunya, Uyghurs, pro - BLM & LBTGI 🏳️‍🌈fighter",,"A certain big bully loves to force companies to call #Taiwan a province of itself.

Now, @Baidu_Inc, #China's largest search engine, proudly claims that #Donetsk belongs to #Russia.

Oldest trick in the book!

@ZelenskyyUa @iingwen
#TheGreatTranslationMovement
#大翻译运动 https://t.co/tRB2Y8EIy7","['Taiwan', 'China']"
531,PhilipTerzian,"Journalist (ret), husband/father. Bibliophile, Anglophile, beagler. Pulitzer finalist, CofE/GOP. Prefers Schoenberg to Mozart, Powell to Waugh, Ella to Billie.","Oakton, Virginia","Is Taiwan next?
And if so . . . 

https://t.co/HPwnPvu7Lc via @WSJOpinion 
@meyerwriter",[]
532,NorJo66,"Warring of skin colors,cultures,religions,politics,genders are ignited by weak minds,& pulverized by evil hearts.i.e.Pewtin,Xhi,Trudø.",North America,"Just like Palestine is no match for Israel, so must Russia be reduced to a Palestinian-like state, &amp; Ukraine be equipped to an Israel-like state. (The same goes for China vs Taiwan, Philippines, etc, before Xi starts WW4 by 2025.)
https://t.co/RM9MWpamvn via @GoogleNews",[]
533,Dexter_90_,"Pražák, liberální pravičák.","Praha, Česká republika","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
534,kaspars_gasuns,"viegls virtuālais huligānisms
industriālā bērnkopība
pro-establishment
pro-nuclear
https://t.co/8czd7dpd0M",Ogre,"Russia's initial experiences in Ukraine will likely lead China's military to conclude that attacking Taiwan would require deploying overwhelming fires up front
https://t.co/OwqBid8kRi",[]
535,EmilVbf,"Retail investor, Growth Stocks, here to learn",,"@Invesquotes If anything was to happend between Taiwan - China, and TSM was uninvestable, who would benefit?",[]
536,sacredguitarANR,"Buruh dari nafsu liga strata sosial, dibaptis sebagai kongregrasi korporasi",Lokasi gimana maksud loe?,"@CarlZha Ah, a white liberal fascist who thinks foreign imperialists, like the USA, get to decide which parts of China get to be China, or not. Hong Kong and Taiwan are China. What sick fascists have we become in the West, that we think we have a RIGHT to interfere with China?",[]
537,sirimahanthesh,Keep Smiling . I am working @iam_mahanthesh by making #Tweet and #Retweet  24/7. Just start the Day with a #Smile,"Bengaluru, India","Ukraine Parliament Breaks From Volodymyr Zelensky's Careful China Diplomacy to Thank Taiwan

https://t.co/iUQW4J3dtk",[]
538,Finane,"Conservative: God First, Family Second and Job Third. Married 38 yrs. to High School Sweet Heart, 4 Foster Kids. 1 Miracle Bio Child, Life is Great",USA,"Trump might have been banded by Twitter, but he had America superpower strong. Ukraine invasion wouldn’t have happened. China would not be buzzing Taiwan &amp; Japan. Glad he got NATO to step up.",[]
539,MarkAbram11,Liberal Coptic Orthodox Christian. RTs/Follows ≠ Endorsements.🚫No Porn.,,"Unlike Ukraine, Taiwan doesn’t have a shared border with a friendly US ally (e.g. Poland). Supplying Taiwan after China starts an invasion will be immeasurably more difficult than supplying Ukraine. China could blockade the whole island. US should not waste any time &amp; arm Taiwan.",[]
540,GregPoling,Senior Fellow and Director of @SoutheastAsiaDC & @AsiaMTI. Tweets on other topics as they strike my fancy. Standard disclaimers.,"Washington, DC","I'm taking this with a huge grain of salt. Taiwan gains more from its image as peaceable claimant and good steward of the marine environment than it would from further runway extensions at Itu Aba, the strategic value of which I'd struggle to explain.
https://t.co/3jOV2Jjce5",[]
541,Deric15791,I am HongKongers #HKindependence #我真係好撚鍾意香港,,Kyiv’s successful use of internet to counter Moscow highlights Taiwan’s reliance on undersea internet cables that China could cut https://t.co/qnZunoGkrj,[]
542,Deric15791,I am HongKongers #HKindependence #我真係好撚鍾意香港,,"A certain big bully loves to force companies to call #Taiwan a province of itself.

Now, @Baidu_Inc, #China's largest search engine, proudly claims that #Donetsk belongs to #Russia.

Oldest trick in the book!

@ZelenskyyUa @iingwen
#TheGreatTranslationMovement
#大翻译运动 https://t.co/tRB2Y8EIy7","['Taiwan', 'China']"
543,Deric15791,I am HongKongers #HKindependence #我真係好撚鍾意香港,,"Six U.S. lawmakers met with Taiwan’s leader on Friday in a show of support for the island democracy, in a surprise trip that signals more tension between Washington and Beijing https://t.co/0h2vRLQ1gB via @WSJ",[]
544,ThomasRedstone,"Software Developer, Investor, speculator, dad",Crewe - Cheshire,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
545,yjn024,,,"@latinostrategy @PDChina Taiwan is a part of China and the western countries have no right to stop China if the war really starts.
Also China won’t start the war like Russia and without America’s help, the war won’t be longer than a day.",[]
546,NorJo66,"Warring of skin colors,cultures,religions,politics,genders are ignited by weak minds,& pulverized by evil hearts.i.e.Pewtin,Xhi,Trudø.",North America,"Just like Palestine is no match for Israel, so must Russia be reduced to a Palestinian-like state, &amp; Ukraine be equipped to an Israel-like state. (The same goes for China vs Taiwan, Philippines, etc, before it starts WW4.) 
https://t.co/hTMZMdu8iy via @GoogleNews",[]
547,RadarPlane,"Using the opensky api to track planes to and from certain countries.
Which countries should I look at? Which map projection should I use?",,"icao24: #78021a, callsign: #CPA2015 
Origin Country: #China
First Spotted in #China @ ~13:01EST
Now Spotted in #Taiwan @ ~10:54EST https://t.co/Yr87hhsAH8","['78021a', 'CPA2015', 'China', 'China', 'Taiwan']"
548,BlyzniukG,🇺🇦 expat in 🇨🇳 Kharkiv ❤️,,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
549,ferrell_brad,Admirer of America's founding.  Disgusted at the state of Western Society.,"Charleston, SC",@JoanofArc777777 @lisamightydavis I've hypothesized for a while that China is intentionally shutting down not because of Covid but as an act of economic warfare. A shot across the bow so to speak. Don't mess with Taiwan.,[]
550,YusufDFI,"Editor, Indian Defence Forum https://t.co/YoyYi2PdGI , Adjunct Scholar @TakshashilaInst, Blogs at https://t.co/ry7NzfGG7s","Bengaluru, India","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
551,RobboLaw,"Recovering Attorney, Ex-Ex-pat, Popularizer of Unpopular Views, Pro New Deal Center Rightist crusading against US gov violence, from Yemen to NYC.","New York, NY",Huh. I think I just figured out how China can invade Taiwan. https://t.co/3BwQvtl70t,[]
552,ItsJennyChen,"TAIWAN IS THE FUTURE OF CHINA.


#TaiwanMatters","Kingston, Ontario","China is insulating its economy from sanctions for when it invades Taiwan: Retired Gen. Robert Spalding https://t.co/U4T5vKMtzZ 

Make no mistake Canada is no friend of Taiwan. There, I said it.

Wake UP! 📢 Taiwan!!! Know who your friends are.",[]
553,Heawo4,"Hongkonger, assemble.",,Kyiv’s successful use of internet to counter Moscow highlights Taiwan’s reliance on undersea internet cables that China could cut https://t.co/qnZunoGkrj,[]
554,WumaoCoin,WumaoCoin is a open source P2P Chinese government sponcered Communist cryptocurrency | Trusted by Wumaos worldwide | Official currency of Commieverse🇨🇳,"Stolen Wumao Village, China","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
555,Heawo4,"Hongkonger, assemble.",,"A certain big bully loves to force companies to call #Taiwan a province of itself.

Now, @Baidu_Inc, #China's largest search engine, proudly claims that #Donetsk belongs to #Russia.

Oldest trick in the book!

@ZelenskyyUa @iingwen
#TheGreatTranslationMovement
#大翻译运动 https://t.co/tRB2Y8EIy7","['Taiwan', 'China']"
556,OmicronCommuni1,"Anti-CCP thug, supports Taiwan/HK/Tibet/Xinjiang independence",Earth,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
557,stopumts,,Nederland,China is insulating its economy from sanctions for when it invades Taiwan: Retired Gen. Robert Spalding https://t.co/MhdKJdK38A,[]
558,EdwardL30161051,"Hong Kong citizen. We shall overcome.  '... suffering works perseverance; and perseverance, proven character; and proven character, hope'",Anywhere But China,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
559,SpikeSpiegelUA,Are you living in the real world?,"Kyiv,Ukraine🇺🇦","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
560,MeoCSGO,Inactive CS:GO Player for @koreesport,"Alagoas, Brasil","#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
561,oregakitaworld,Order in Chaos,Japan,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
562,Heawo4,"Hongkonger, assemble.",,"Six U.S. lawmakers met with Taiwan’s leader on Friday in a show of support for the island democracy, in a surprise trip that signals more tension between Washington and Beijing https://t.co/0h2vRLQ1gB via @WSJ",[]
563,alliao,Taiwan “expat” grew up in NZ learnt the word expat in UK,Auckland,"@jimodonnell2 @entheos15 @QoqoBulos all China is saying is ""they made me do it"" by claiming it's the US and Taiwan pushing on status quo, whereas it's fine for them to pass Anti-Secession Law. And let's be honest about CCP here, they see independence of judiciary as defunct so that ""law"" is really will of the party",[]
564,MissyCooper13,"An 0ld, ug!y & f@t guy with no money, same as Gina 🇨🇳 wumao 🤣🤣🤣",,"#China will continue to increase strategic coordination with #Russia no matter what. Friendship with benefits boosts trade &amp; is obviously ""unlimited cooperation"" 2.0. But #Taiwan will continue to do the right thing &amp; #StandWithUkraine🇺🇦. JW https://t.co/vnWa8vePzE","['China', 'Russia']"
565,Chilhon2016Lap,Global citizen warrior training sites? will stop any convoy against doping. neo-GE2025project? tiking-putler-vasion? with russian-flu janus?,"Maryland, USA",#China-detained human rights activist Lee Ming-che returns to #Taiwan🇹🇼 https://t.co/TdGLe1Vs6G,"['China', 'Taiwan']"
566,bluesfolkmedia,"black-owned media publisher & intellectual resource by a welfare librarian. TAKE A LOOK, IT'S IN A BOOK. acct run by besties @thotscholar & @GlitchMadeGhost","Georgia, USA","Hokkien, Hakka, and Chaoshan, among other Chinese languages, are being spoken less and less over time– especially outside of China, Taiwan, or Singapore. Even then, only a minority of the overall population is capable of speaking these languages. Trust me, Cantonese isn’t dying. https://t.co/XNVQ86hgFf",[]
